County,Year,Variable,Average,CI_Low,CI_High
Toombs,2017,% Unemployed,8.5067421342,,
Toombs,2017,% Children in Poverty,39.0,29.706382979,48.293617021
Toombs,2017,Injury Death Rate,79.094803911,64.2,94.0
Toombs,2017,Drug Overdose Mortality Rate,14.670644041,,
Towns,2017,% Excessive Drinking,15.067635579,14.225237172,15.923949076
Towns,2017,Teen Birth Rate,23.276904474,18.4,29.1
Towns,2017,% Uninsured,22.500379305,20.117400582,24.883358029
Towns,2017,% Unemployed,7.7948717949,,
Towns,2017,% Children in Poverty,26.6,20.046808511,33.153191489
Towns,2017,Injury Death Rate,107.0960356,81.3,138.4
Towns,2017,Drug Overdose Mortality Rate,,,
Treutlen,2017,% Excessive Drinking,15.408087093,14.756148368,16.085909969
Treutlen,2017,Teen Birth Rate,56.589724497,44.6,70.8
Treutlen,2017,% Uninsured,17.723369267,15.578688416,19.868050118
Treutlen,2017,% Unemployed,8.2051282051,,
Treutlen,2017,% Children in Poverty,41.6,31.114893617,52.085106383
Treutlen,2017,Injury Death Rate,56.098497151,33.8,87.6
Treutlen,2017,Drug Overdose Mortality Rate,,,
Troup,2017,% Excessive Drinking,16.124143931,15.480327645,16.839132244
Troup,2017,Teen Birth Rate,57.655681884,54.1,61.2
Troup,2017,% Uninsured,16.687900282,14.90066624,18.475134325
Troup,2017,% Unemployed,5.9589384076,,
Troup,2017,% Children in Poverty,28.4,21.846808511,34.953191489
Troup,2017,Injury Death Rate,70.53352955,61.7,79.4
Troup,2017,Drug Overdose Mortality Rate,16.323787119,,
Turner,2017,% Excessive Drinking,13.526176209,12.966234187,14.055495409
Turner,2017,Teen Birth Rate,74.68220339,62.4,87.0
Turner,2017,% Uninsured,20.939427487,18.6755977,23.203257274
Turner,2017,% Unemployed,6.5371569534,,
Turner,2017,% Children in Poverty,44.8,33.361702128,56.238297872
Turner,2017,Injury Death Rate,76.580672953,52.4,108.1
Turner,2017,Drug Overdose Mortality Rate,,,
Twiggs,2017,% Excessive Drinking,12.520036166,12.031393417,13.028050734
Twiggs,2017,Teen Birth Rate,38.542766631,30.2,48.5
Twiggs,2017,% Uninsured,19.173553719,17.028872868,21.31823457
Twiggs,2017,% Unemployed,9.1308758877,,
Twiggs,2017,% Children in Poverty,35.1,26.282978723,43.917021277
Twiggs,2017,Injury Death Rate,66.011269067,43.9,95.4
Twiggs,2017,Drug Overdose Mortality Rate,,,
Union,2017,% Excessive Drinking,14.230062471,13.546306056,14.961617278
Union,2017,Teen Birth Rate,38.94335512,32.6,45.3
Union,2017,% Uninsured,20.341365462,18.077535675,22.605195249
Union,2017,% Unemployed,5.1910893113,,
Union,2017,% Children in Poverty,26.7,19.908510638,33.491489362
Union,2017,Injury Death Rate,92.249220494,74.2,110.3
Union,2017,Drug Overdose Mortality Rate,,,
Upson,2017,% Excessive Drinking,14.194933092,13.574462686,14.817317413
Upson,2017,Teen Birth Rate,64.262820513,58.0,70.6
Upson,2017,% Uninsured,17.135657287,15.229274308,19.042040266
Upson,2017,% Unemployed,7.1094733058,,
Upson,2017,% Children in Poverty,33.7,25.00212766,42.39787234
Upson,2017,Injury Death Rate,73.79684782,59.9,89.9
Upson,2017,Drug Overdose Mortality Rate,18.941785579,,
Walker,2017,% Excessive Drinking,16.201379459,15.403697739,16.972342808
Walker,2017,Teen Birth Rate,52.521856086,48.8,56.2
Walker,2017,% Uninsured,18.007737978,16.220503936,19.794972021
Walker,2017,% Unemployed,5.8451656525,,
Walker,2017,% Children in Poverty,26.5,20.780851064,32.219148936
Walker,2017,Injury Death Rate,64.728900136,56.2,73.3
Walker,2017,Drug Overdose Mortality Rate,13.204096204,,
Walton,2017,% Excessive Drinking,16.900508345,16.209755671,17.63096628
Walton,2017,Teen Birth Rate,37.151550844,34.5,39.8
Walton,2017,% Uninsured,15.962416179,14.294331073,17.630501286
Walton,2017,% Unemployed,5.2708288534,,
Walton,2017,% Children in Poverty,19.3,14.772340426,23.827659574
Walton,2017,Injury Death Rate,64.744745581,57.1,72.3
Walton,2017,Drug Overdose Mortality Rate,19.864918554,,
Ware,2017,% Excessive Drinking,14.153941341,13.566166723,14.756851527
Ware,2017,Teen Birth Rate,86.081313733,79.5,92.7
Ware,2017,% Uninsured,18.356125254,16.449742276,20.262508233
Ware,2017,% Unemployed,6.3538346782,,
Ware,2017,% Children in Poverty,45.6,38.45106383,52.74893617
Ware,2017,Injury Death Rate,89.440938235,75.6,103.3
Ware,2017,Drug Overdose Mortality Rate,19.700921253,,
Warren,2017,% Excessive Drinking,11.961431903,11.510233749,12.432583298
Warren,2017,Teen Birth Rate,54.365733114,42.0,69.2
Warren,2017,% Uninsured,18.886861314,16.742180463,21.031542165
Warren,2017,% Unemployed,7.6603773585,,
Warren,2017,% Children in Poverty,43.9,32.938297872,54.861702128
Warren,2017,Injury Death Rate,93.400869347,61.0,136.9
Warren,2017,Drug Overdose Mortality Rate,,,
Washington,2017,% Excessive Drinking,14.017639301,13.466915653,14.619503912
Washington,2017,Teen Birth Rate,60.366894198,53.3,67.4
Washington,2017,% Uninsured,16.993134723,15.086751744,18.899517702
Washington,2017,% Unemployed,6.85195377,,
Washington,2017,% Children in Poverty,36.5,27.563829787,45.436170213
Washington,2017,Injury Death Rate,55.706560888,42.3,72.0
Washington,2017,Drug Overdose Mortality Rate,,,
Wayne,2017,% Excessive Drinking,16.090750293,15.468027039,16.765372981
Wayne,2017,Teen Birth Rate,73.123797306,66.4,79.8
Wayne,2017,% Uninsured,18.247365502,16.221833587,20.272897417
Wayne,2017,% Unemployed,7.341950233,,
Wayne,2017,% Children in Poverty,32.8,24.221276596,41.378723404
Wayne,2017,Injury Death Rate,89.219132843,74.1,104.3
Wayne,2017,Drug Overdose Mortality Rate,20.098258151,,
Webster,2017,% Excessive Drinking,13.357610992,12.862314855,13.883481629
Webster,2017,Teen Birth Rate,27.210884354,,
Webster,2017,% Uninsured,19.915254237,17.532275514,22.298232961
Webster,2017,% Unemployed,8.9430894309,,
Webster,2017,% Children in Poverty,36.1,27.40212766,44.79787234
Webster,2017,Injury Death Rate,,,
Webster,2017,Drug Overdose Mortality Rate,,,
Wheeler,2017,% Excessive Drinking,15.669821089,14.907086587,16.430401433
Wheeler,2017,Teen Birth Rate,69.15377616,54.5,86.6
Wheeler,2017,% Uninsured,19.38246563,17.118635843,21.646295417
Wheeler,2017,% Unemployed,10.703897615,,
Wheeler,2017,% Children in Poverty,39.2,29.191489362,49.208510638
Wheeler,2017,Injury Death Rate,58.030983499,36.8,87.1
Wheeler,2017,Drug Overdose Mortality Rate,,,
White,2017,% Excessive Drinking,16.142287718,15.371417728,16.981400684
White,2017,Teen Birth Rate,29.480580253,25.3,33.7
White,2017,% Uninsured,19.092042673,17.066510758,21.117574588
White,2017,% Unemployed,5.0800582242,,
White,2017,% Children in Poverty,24.9,18.585106383,31.214893617
White,2017,Injury Death Rate,74.865925206,60.5,89.3
White,2017,Drug Overdose Mortality Rate,19.028137859,,
Whitfield,2017,% Excessive Drinking,15.442885539,14.827205557,16.057638208
Whitfield,2017,Teen Birth Rate,54.913872347,52.0,57.8
Whitfield,2017,% Uninsured,24.215111409,22.30872843,26.121494388
Whitfield,2017,% Unemployed,6.3362792259,,
Whitfield,2017,% Children in Poverty,22.1,17.214893617,26.985106383
Whitfield,2017,Injury Death Rate,55.099507778,48.7,61.5
Whitfield,2017,Drug Overdose Mortality Rate,11.908478515,,
Wilcox,2017,% Excessive Drinking,15.143417692,14.54001592,15.808047865
Wilcox,2017,Teen Birth Rate,66.550925926,54.4,78.7
Wilcox,2017,% Uninsured,17.83360057,15.688919719,19.978281421
Wilcox,2017,% Unemployed,7.5857038658,,
Wilcox,2017,% Children in Poverty,40.4,30.153191489,50.646808511
Wilcox,2017,Injury Death Rate,75.505218743,52.3,105.5
Wilcox,2017,Drug Overdose Mortality Rate,,,
Wilkes,2017,% Excessive Drinking,12.762540691,12.270870199,13.260716169
Wilkes,2017,Teen Birth Rate,43.99808704,35.5,54.0
Wilkes,2017,% Uninsured,19.762181724,17.617500873,21.906862575
Wilkes,2017,% Unemployed,7.4952817471,,
Wilkes,2017,% Children in Poverty,34.7,25.882978723,43.517021277
Wilkes,2017,Injury Death Rate,95.800734472,70.6,127.0
Wilkes,2017,Drug Overdose Mortality Rate,,,
Wilkinson,2017,% Excessive Drinking,13.803834458,13.267800904,14.349235862
Wilkinson,2017,Teen Birth Rate,50.23923445,40.6,59.8
Wilkinson,2017,% Uninsured,16.894736842,14.988353863,18.801119821
Wilkinson,2017,% Unemployed,7.4260189838,,
Wilkinson,2017,% Children in Poverty,34.2,25.621276596,42.778723404
Wilkinson,2017,Injury Death Rate,78.83410747,55.5,108.7
Wilkinson,2017,Drug Overdose Mortality Rate,,,
Worth,2017,% Excessive Drinking,14.752224015,14.129965803,15.33129423
Worth,2017,Teen Birth Rate,46.008365157,40.3,51.7
Worth,2017,% Uninsured,20.351018994,18.206338143,22.495699845
Worth,2017,% Unemployed,6.3805759458,,
Worth,2017,% Children in Poverty,34.3,25.721276596,42.878723404
Worth,2017,Injury Death Rate,54.413089162,41.3,70.3
Worth,2017,Drug Overdose Mortality Rate,,,
Appling,2021,Average Number of Physically Unhealthy Days,5.2961440352,4.8844043138,5.7302399812
Appling,2021,Average Number of Mentally Unhealthy Days,5.1793702062,4.8203416527,5.5276103302
Appling,2021,% Adults with Obesity,34.3,23.9,46.0
Appling,2021,% Excessive Drinking,15.860676715,15.065344954,16.708467049
Appling,2021,Teen Birth Rate,53.626943005,46.321375814,60.932510196
Appling,2021,% Uninsured,18.718346951,16.5736661,20.863027802
Appling,2021,Preventable Hospitalization Rate,6168.0,,
Appling,2021,% Unemployed,3.879217709,,
Appling,2021,% Children in Poverty,31.0,20.872340426,41.127659574
Appling,2021,Injury Death Rate,89.928057554,71.627195867,111.4793575
Appling,2021,Drug Overdose Mortality Rate,,,
Appling,2021,Median Household Income,43821.0,37454.87234,50187.12766
Appling,2021,Suicide Rate (Age-Adjusted),13.936220955,7.20104873,24.343773399
Atkinson,2021,Average Number of Physically Unhealthy Days,5.4454693259,5.0650471653,5.805013454
Atkinson,2021,Average Number of Mentally Unhealthy Days,5.1428541584,4.8203436681,5.4485981319
Atkinson,2021,% Adults with Obesity,30.6,20.2,41.9
Atkinson,2021,% Excessive Drinking,15.189826703,14.488230954,15.921480952
Atkinson,2021,Teen Birth Rate,65.982404692,54.851836718,77.112972667
Atkinson,2021,% Uninsured,24.870466321,22.249189725,27.491742917
Atkinson,2021,Preventable Hospitalization Rate,6459.0,,
Atkinson,2021,% Unemployed,3.0457933972,,
Atkinson,2021,% Children in Poverty,36.8,24.646808511,48.953191489
Atkinson,2021,Injury Death Rate,108.49909584,79.139985023,145.1803267
Atkinson,2021,Drug Overdose Mortality Rate,,,
Atkinson,2021,Median Household Income,38581.0,33051.297872,44110.702128
Atkinson,2021,Suicide Rate (Age-Adjusted),,,
Bacon,2021,Average Number of Physically Unhealthy Days,5.152440388,4.7611736315,5.5752399657
Bacon,2021,Average Number of Mentally Unhealthy Days,5.085538288,4.7453318833,5.438102349
Bacon,2021,% Adults with Obesity,43.5,29.6,59.1
Bacon,2021,% Excessive Drinking,15.671412173,14.836884123,16.53189896
Bacon,2021,Teen Birth Rate,38.388445458,30.901651001,45.875239915
Bacon,2021,% Uninsured,19.422222222,17.158392435,21.686052009
Bacon,2021,Preventable Hospitalization Rate,9190.0,,
Bacon,2021,% Unemployed,3.5440998792,,
Bacon,2021,% Children in Poverty,31.1,19.185106383,43.014893617
Bacon,2021,Injury Death Rate,81.648591562,59.777030847,108.90777918
Bacon,2021,Drug Overdose Mortality Rate,,,
Bacon,2021,Median Household Income,41807.0,36396.446809,47217.553191
Bacon,2021,Suicide Rate (Age-Adjusted),,,
Baker,2021,Average Number of Physically Unhealthy Days,4.6922040688,4.3624358379,5.048405402
Baker,2021,Average Number of Mentally Unhealthy Days,4.6917173391,4.4066818581,4.991217761
Baker,2021,% Adults with Obesity,36.1,19.9,54.0
Baker,2021,% Excessive Drinking,15.717050323,14.998521026,16.411021052
Baker,2021,Teen Birth Rate,23.364485981,13.07692544,38.536166466
Baker,2021,% Uninsured,17.125900805,14.742922082,19.508879529
Baker,2021,Preventable Hospitalization Rate,,,
Baker,2021,% Unemployed,4.7291487532,,
Baker,2021,% Children in Poverty,39.8,24.54893617,55.05106383
Baker,2021,Injury Death Rate,83.014048531,44.201484617,141.9565512
Baker,2021,Drug Overdose Mortality Rate,,,
Baker,2021,Median Household Income,39515.0,33757.723404,45272.276596
Baker,2021,Suicide Rate (Age-Adjusted),,,
Baldwin,2021,Average Number of Physically Unhealthy Days,4.7176007733,4.3661221457,5.0591834744
Baldwin,2021,Average Number of Mentally Unhealthy Days,4.7991567711,4.4628379794,5.1161853329
Baldwin,2021,% Adults with Obesity,40.7,30.8,51.2
Baldwin,2021,% Excessive Drinking,15.849844616,15.13194095,16.639444999
Baldwin,2021,Teen Birth Rate,14.25,12.400290563,16.099709437
Baldwin,2021,% Uninsured,16.063285249,13.918604398,18.2079661
Baldwin,2021,Preventable Hospitalization Rate,4912.0,,
Baldwin,2021,% Unemployed,4.2391866276,,
Baldwin,2021,% Children in Poverty,29.4,18.557446809,40.242553191
Baldwin,2021,Injury Death Rate,67.9329728,57.168544335,78.697401266
Baldwin,2021,Drug Overdose Mortality Rate,7.4283719237,3.5621930754,13.661040449
Baldwin,2021,Median Household Income,44429.0,38330.957447,50527.042553
Baldwin,2021,Suicide Rate (Age-Adjusted),16.103953105,10.941854822,22.858275975
Banks,2021,Average Number of Physically Unhealthy Days,4.6980199085,4.2620345783,5.1717068858
Banks,2021,Average Number of Mentally Unhealthy Days,4.9778858134,4.5798730373,5.4239394577
Banks,2021,% Adults with Obesity,32.5,22.3,43.9
Banks,2021,% Excessive Drinking,17.582272963,16.470238621,18.614020449
Banks,2021,Teen Birth Rate,27.462836987,22.307130069,32.618543905
Banks,2021,% Uninsured,21.529963389,19.146984665,23.912942112
Banks,2021,Preventable Hospitalization Rate,5233.0,,
Banks,2021,% Unemployed,2.7454242928,,
Banks,2021,% Children in Poverty,19.1,12.427659574,25.772340426
Banks,2021,Injury Death Rate,88.535222085,70.517810191,109.75272838
Banks,2021,Drug Overdose Mortality Rate,21.105951878,10.905753322,36.867850444
Banks,2021,Median Household Income,53481.0,48427.893617,58534.106383
Banks,2021,Suicide Rate (Age-Adjusted),18.909545813,10.80843928,30.707917715
Barrow,2021,Average Number of Physically Unhealthy Days,4.2526751878,3.8887204541,4.6189049628
Barrow,2021,Average Number of Mentally Unhealthy Days,4.4729799597,4.1704868067,4.8127148192
Barrow,2021,% Adults with Obesity,38.8,30.6,47.5
Barrow,2021,% Excessive Drinking,17.323122108,16.471309112,18.152281231
Barrow,2021,Teen Birth Rate,22.375624851,20.113912754,24.637336948
Barrow,2021,% Uninsured,17.806665627,16.019431585,19.59389967
Barrow,2021,Preventable Hospitalization Rate,5786.0,,
Barrow,2021,% Unemployed,2.817877925,,
Barrow,2021,% Children in Poverty,13.5,8.9723404255,18.027659574
Barrow,2021,Injury Death Rate,73.558035015,65.106420192,82.009649837
Barrow,2021,Drug Overdose Mortality Rate,18.921475875,13.852898445,25.238597224
Barrow,2021,Median Household Income,68924.0,64348.680851,73499.319149
Barrow,2021,Suicide Rate (Age-Adjusted),20.335677169,16.09994712,25.344321292
Bartow,2021,Average Number of Physically Unhealthy Days,4.3183850711,3.9400009429,4.7005874916
Bartow,2021,Average Number of Mentally Unhealthy Days,4.5872228485,4.2195494148,4.9666711533
Bartow,2021,% Adults with Obesity,29.4,23.3,36.1
Bartow,2021,% Excessive Drinking,17.444311221,16.565690952,18.367939704
Bartow,2021,Teen Birth Rate,29.688231041,27.485747451,31.89071463
Bartow,2021,% Uninsured,17.256143991,15.468909948,19.043378033
Bartow,2021,Preventable Hospitalization Rate,6120.0,,
Bartow,2021,% Unemployed,3.2727200776,,
Bartow,2021,% Children in Poverty,16.1,10.738297872,21.461702128
Bartow,2021,Injury Death Rate,77.222427219,69.710757181,84.734097257
Bartow,2021,Drug Overdose Mortality Rate,20.989974937,16.26694227,26.656526199
Bartow,2021,Median Household Income,60254.0,54950.680851,65557.319149
Bartow,2021,Suicide Rate (Age-Adjusted),18.605270953,14.893979941,22.316561965
Ben Hill,2021,Average Number of Physically Unhealthy Days,5.2562519124,4.9098377813,5.6152474612
Ben Hill,2021,Average Number of Mentally Unhealthy Days,5.0794605736,4.7877514439,5.400502554
Ben Hill,2021,% Adults with Obesity,42.1,31.7,52.7
Ben Hill,2021,% Excessive Drinking,14.491771578,13.821996845,15.260848155
Ben Hill,2021,Teen Birth Rate,54.076772205,46.447410978,61.706133432
Ben Hill,2021,% Uninsured,15.736681774,13.711149859,17.762213689
Ben Hill,2021,Preventable Hospitalization Rate,7260.0,,
Ben Hill,2021,% Unemployed,5.5160807779,,
Ben Hill,2021,% Children in Poverty,32.0,19.846808511,44.153191489
Ben Hill,2021,Injury Death Rate,74.005333083,56.86772991,94.684969032
Ben Hill,2021,Drug Overdose Mortality Rate,,,
Ben Hill,2021,Median Household Income,35931.0,30833.808511,41028.191489
Ben Hill,2021,Suicide Rate (Age-Adjusted),15.162761789,7.8348202774,26.486293401
Berrien,2021,Average Number of Physically Unhealthy Days,5.1517809626,4.6927414478,5.6385182268
Berrien,2021,Average Number of Mentally Unhealthy Days,5.1529763756,4.7584433413,5.5643157354
Berrien,2021,% Adults with Obesity,36.7,27.0,47.0
Berrien,2021,% Excessive Drinking,16.212165274,15.251728115,17.169424045
Berrien,2021,Teen Birth Rate,47.789419882,40.939791237,54.639048528
Berrien,2021,% Uninsured,20.394610817,18.011632093,22.77758954
Berrien,2021,Preventable Hospitalization Rate,6529.0,,
Berrien,2021,% Unemployed,3.9871554723,,
Berrien,2021,% Children in Poverty,28.6,18.353191489,38.846808511
Berrien,2021,Injury Death Rate,83.515152781,66.222322129,103.94183688
Berrien,2021,Drug Overdose Mortality Rate,,,
Berrien,2021,Median Household Income,42058.0,36780.893617,47335.106383
Berrien,2021,Suicide Rate (Age-Adjusted),22.788494608,14.106437335,34.834634726
Bibb,2021,Average Number of Physically Unhealthy Days,4.5852706262,4.2258222373,4.9675682927
Bibb,2021,Average Number of Mentally Unhealthy Days,4.6284102311,4.2852542073,4.9686441314
Bibb,2021,% Adults with Obesity,39.1,33.0,45.7
Bibb,2021,% Excessive Drinking,14.026917974,13.413452891,14.709091194
Bibb,2021,Teen Birth Rate,38.70092563,36.712332535,40.689518725
Bibb,2021,% Uninsured,16.029464783,14.361379677,17.69754989
Bibb,2021,Preventable Hospitalization Rate,5607.0,,
Bibb,2021,% Unemployed,3.8986096383,,
Bibb,2021,% Children in Poverty,36.4,29.131914894,43.668085106
Bibb,2021,Injury Death Rate,81.635638593,75.235404527,88.035872659
Bibb,2021,Drug Overdose Mortality Rate,9.583634637,6.9634835985,12.86558218
Bibb,2021,Median Household Income,43066.0,39202.0,46930.0
Bibb,2021,Suicide Rate (Age-Adjusted),12.88259579,10.385190441,15.799360127
Bleckley,2021,Average Number of Physically Unhealthy Days,4.5528324171,4.1927706154,4.9353780571
Bleckley,2021,Average Number of Mentally Unhealthy Days,4.7829571428,4.4452307397,5.1158744892
Bleckley,2021,% Adults with Obesity,40.8,28.7,54.8
Bleckley,2021,% Excessive Drinking,16.281719337,15.459852541,17.105941011
Bleckley,2021,Teen Birth Rate,18.279569892,14.601071184,22.602971251
Bleckley,2021,% Uninsured,14.631029709,12.605497794,16.656561624
Bleckley,2021,Preventable Hospitalization Rate,4394.0,,
Bleckley,2021,% Unemployed,5.0320017656,,
Bleckley,2021,% Children in Poverty,25.5,15.253191489,35.746808511
Bleckley,2021,Injury Death Rate,70.583806506,51.484312809,94.446686478
Bleckley,2021,Drug Overdose Mortality Rate,,,
Bleckley,2021,Median Household Income,48115.0,41150.744681,55079.255319
Bleckley,2021,Suicide Rate (Age-Adjusted),,,
Brantley,2021,Average Number of Physically Unhealthy Days,5.1813675143,4.6667403774,5.6839872301
Brantley,2021,Average Number of Mentally Unhealthy Days,5.4401714601,4.9760178812,5.87441625
Brantley,2021,% Adults with Obesity,33.6,23.9,43.9
Brantley,2021,% Excessive Drinking,17.69985321,16.543128178,18.893723551
Brantley,2021,Teen Birth Rate,49.540840986,42.759079438,56.322602534
Brantley,2021,% Uninsured,18.934378816,16.670549029,21.198208603
Brantley,2021,Preventable Hospitalization Rate,6407.0,,
Brantley,2021,% Unemployed,4.0507026729,,
Brantley,2021,% Children in Poverty,26.9,16.295744681,37.504255319
Brantley,2021,Injury Death Rate,97.277304457,78.321617472,119.43497377
Brantley,2021,Drug Overdose Mortality Rate,21.150219434,10.928627014,36.945176954
Brantley,2021,Median Household Income,44680.0,38224.510638,51135.489362
Brantley,2021,Suicide Rate (Age-Adjusted),15.119229586,8.0503529921,25.854343053
Brooks,2021,Average Number of Physically Unhealthy Days,4.9921550884,4.6306876687,5.3748671834
Brooks,2021,Average Number of Mentally Unhealthy Days,5.0336286843,4.7130865663,5.379501645
Brooks,2021,% Adults with Obesity,30.6,21.1,41.7
Brooks,2021,% Excessive Drinking,15.715894692,15.004870868,16.485223617
Brooks,2021,Teen Birth Rate,37.676056338,30.537183927,44.814928749
Brooks,2021,% Uninsured,20.036160421,17.653181697,22.419139144
Brooks,2021,Preventable Hospitalization Rate,6059.0,,
Brooks,2021,% Unemployed,3.3763222721,,
Brooks,2021,% Children in Poverty,35.3,22.193617021,48.406382979
Brooks,2021,Injury Death Rate,79.587173628,61.019029661,102.02716474
Brooks,2021,Drug Overdose Mortality Rate,,,
Brooks,2021,Median Household Income,39554.0,34642.680851,44465.319149
Brooks,2021,Suicide Rate (Age-Adjusted),13.458194491,6.1539435051,25.547845298
Bryan,2021,Average Number of Physically Unhealthy Days,3.8137816668,3.4476950371,4.2050201486
Bryan,2021,Average Number of Mentally Unhealthy Days,4.0994037686,3.7607412352,4.4800167575
Bryan,2021,% Adults with Obesity,39.6,30.4,49.6
Bryan,2021,% Excessive Drinking,18.728341461,17.80804582,19.692040347
Bryan,2021,Teen Birth Rate,19.808821836,16.848421166,22.769222506
Bryan,2021,% Uninsured,12.74839767,11.080312564,14.416482777
Bryan,2021,Preventable Hospitalization Rate,4313.0,,
Bryan,2021,% Unemployed,2.9968281746,,
Bryan,2021,% Children in Poverty,10.4,6.3489361702,14.45106383
Bryan,2021,Injury Death Rate,73.054258902,60.776130903,85.332386902
Bryan,2021,Drug Overdose Mortality Rate,15.67998885,9.2929551382,24.781142433
Bryan,2021,Median Household Income,79296.0,69755.744681,88836.255319
Bryan,2021,Suicide Rate (Age-Adjusted),17.229852064,11.70684854,24.456399676
Bulloch,2021,Average Number of Physically Unhealthy Days,4.6405597279,4.2628873571,5.0239242422
Bulloch,2021,Average Number of Mentally Unhealthy Days,4.9108262678,4.5866587971,5.2762258326
Bulloch,2021,% Adults with Obesity,36.6,30.1,43.5
Bulloch,2021,% Excessive Drinking,17.074779165,16.29972862,17.910784599
Bulloch,2021,Teen Birth Rate,14.811694921,13.398491747,16.224898095
Bulloch,2021,% Uninsured,15.917976542,13.892444627,17.943508457
Bulloch,2021,Preventable Hospitalization Rate,6542.0,,
Bulloch,2021,% Unemployed,3.7493158183,,
Bulloch,2021,% Children in Poverty,21.4,13.655319149,29.144680851
Bulloch,2021,Injury Death Rate,51.784052615,44.552709084,59.015396146
Bulloch,2021,Drug Overdose Mortality Rate,6.0072172424,3.2842015663,10.079089787
Bulloch,2021,Median Household Income,48788.0,44685.702128,52890.297872
Bulloch,2021,Suicide Rate (Age-Adjusted),11.786648657,8.2552238146,16.317689974
Burke,2021,Average Number of Physically Unhealthy Days,5.0922875473,4.713639735,5.4977395873
Burke,2021,Average Number of Mentally Unhealthy Days,5.0149340294,4.6826241607,5.3559335585
Burke,2021,% Adults with Obesity,39.0,26.8,51.1
Burke,2021,% Excessive Drinking,14.246492695,13.5595346,15.000987574
Burke,2021,Teen Birth Rate,35.748792271,30.59731745,40.900267091
Burke,2021,% Uninsured,14.039448798,12.252214755,15.82668284
Burke,2021,Preventable Hospitalization Rate,6540.0,,
Burke,2021,% Unemployed,5.0797465589,,
Burke,2021,% Children in Poverty,36.3,25.219148936,47.380851064
Burke,2021,Injury Death Rate,103.75927847,84.957883045,122.5606739
Burke,2021,Drug Overdose Mortality Rate,20.793726236,11.368123628,34.888339356
Burke,2021,Median Household Income,42632.0,36717.446809,48546.553191
Burke,2021,Suicide Rate (Age-Adjusted),15.836318863,9.2252393241,25.355480587
Butts,2021,Average Number of Physically Unhealthy Days,4.9869834458,4.6228708364,5.3695136303
Butts,2021,Average Number of Mentally Unhealthy Days,4.9998333059,4.6679844667,5.3560747009
Butts,2021,% Adults with Obesity,38.1,22.2,53.8
Butts,2021,% Excessive Drinking,16.130063693,15.329766113,16.970031487
Butts,2021,Teen Birth Rate,37.502807096,31.814780587,43.190833606
Butts,2021,% Uninsured,16.370287001,14.344755086,18.395818915
Butts,2021,Preventable Hospitalization Rate,4600.0,,
Butts,2021,% Unemployed,3.3528918692,,
Butts,2021,% Children in Poverty,21.0,12.89787234,29.10212766
Butts,2021,Injury Death Rate,108.62535034,90.023694125,127.22700655
Butts,2021,Drug Overdose Mortality Rate,19.128818932,10.457903312,32.094907802
Butts,2021,Median Household Income,47410.0,41936.297872,52883.702128
Butts,2021,Suicide Rate (Age-Adjusted),17.487797647,10.825222371,26.731956353
Calhoun,2021,Average Number of Physically Unhealthy Days,5.4524068829,5.0449861009,5.8756434022
Calhoun,2021,Average Number of Mentally Unhealthy Days,5.0048371447,4.666025233,5.3253550579
Calhoun,2021,% Adults with Obesity,35.0,20.1,50.7
Calhoun,2021,% Excessive Drinking,14.489032554,13.705253458,15.365259358
Calhoun,2021,Teen Birth Rate,38.878842676,28.136811222,52.369545941
Calhoun,2021,% Uninsured,18.064338741,15.800508953,20.328168528
Calhoun,2021,Preventable Hospitalization Rate,4056.0,,
Calhoun,2021,% Unemployed,3.6274070757,,
Calhoun,2021,% Children in Poverty,39.0,24.821276596,53.178723404
Calhoun,2021,Injury Death Rate,72.329318532,45.850583468,108.52949116
Calhoun,2021,Drug Overdose Mortality Rate,,,
Calhoun,2021,Median Household Income,34960.0,30015.319149,39904.680851
Calhoun,2021,Suicide Rate (Age-Adjusted),,,
Camden,2021,Average Number of Physically Unhealthy Days,3.9399981986,3.6159047634,4.2868387392
Camden,2021,Average Number of Mentally Unhealthy Days,4.1606220888,3.8488520798,4.4511858969
Camden,2021,% Adults with Obesity,37.3,29.8,44.9
Camden,2021,% Excessive Drinking,17.97578689,17.161796435,18.839290272
Camden,2021,Teen Birth Rate,26.868495743,23.743566025,29.99342546
Camden,2021,% Uninsured,14.220018034,12.432783992,16.007252077
Camden,2021,Preventable Hospitalization Rate,4739.0,,
Camden,2021,% Unemployed,3.622598112,,
Camden,2021,% Children in Poverty,20.3,15.534042553,25.065957447
Camden,2021,Injury Death Rate,57.036289339,47.968831585,66.103747093
Camden,2021,Drug Overdose Mortality Rate,11.772943298,7.0880809262,18.3849093
Camden,2021,Median Household Income,58552.0,52204.93617,64899.06383
Camden,2021,Suicide Rate (Age-Adjusted),15.109688222,10.524451467,21.013918637
Candler,2021,Average Number of Physically Unhealthy Days,5.3986784499,5.013981643,5.7916970738
Candler,2021,Average Number of Mentally Unhealthy Days,5.1707380648,4.8324737443,5.4959865219
Candler,2021,% Adults with Obesity,53.7,40.3,66.8
Candler,2021,% Excessive Drinking,14.730604684,14.008200859,15.432695505
Candler,2021,Teen Birth Rate,42.236024845,34.039325185,50.432724505
Candler,2021,% Uninsured,22.039243167,19.537115508,24.541370827
Candler,2021,Preventable Hospitalization Rate,6916.0,,
Candler,2021,% Unemployed,2.9740447008,,
