County,Feature,Coefficient,Value
Henry,ER Visit Rate-All Other Unintentional Injury,b,-56284.43050146123
Henry,ER Visit Rate-All Other Unintentional Injury,c,13.916858143587888
Houston,ER Visit Rate-All Other Unintentional Injury,a,-36536505.38579689
Houston,ER Visit Rate-All Other Unintentional Injury,b,36424.18542373215
Houston,ER Visit Rate-All Other Unintentional Injury,c,-9.077022979290632
Irwin,ER Visit Rate-All Other Unintentional Injury,a,-91727378.06019108
Irwin,ER Visit Rate-All Other Unintentional Injury,b,91144.83794422245
Irwin,ER Visit Rate-All Other Unintentional Injury,c,-22.640384617159725
Jackson,ER Visit Rate-All Other Unintentional Injury,a,-104488546.97594292
Jackson,ER Visit Rate-All Other Unintentional Injury,b,103790.26619083613
Jackson,ER Visit Rate-All Other Unintentional Injury,c,-25.773176824921393
Jasper,ER Visit Rate-All Other Unintentional Injury,a,36002037.73726847
Jasper,ER Visit Rate-All Other Unintentional Injury,b,-35500.14903505011
Jasper,ER Visit Rate-All Other Unintentional Injury,c,8.752172829430492
Jefferson,ER Visit Rate-All Other Unintentional Injury,a,82906950.1736531
Jefferson,ER Visit Rate-All Other Unintentional Injury,b,-82279.54997252692
Jefferson,ER Visit Rate-All Other Unintentional Injury,c,20.415034958234173
Jenkins,ER Visit Rate-All Other Unintentional Injury,a,92531269.26875637
Jenkins,ER Visit Rate-All Other Unintentional Injury,b,-91612.70556135925
Jenkins,ER Visit Rate-All Other Unintentional Injury,c,22.67687313107308
Johnson,ER Visit Rate-All Other Unintentional Injury,a,-79724581.43756069
Johnson,ER Visit Rate-All Other Unintentional Injury,b,79049.30941016041
Johnson,ER Visit Rate-All Other Unintentional Injury,c,-19.594005998849752
Jones,ER Visit Rate-All Other Unintentional Injury,a,-109990412.23924442
Jones,ER Visit Rate-All Other Unintentional Injury,b,109096.60728984112
Jones,ER Visit Rate-All Other Unintentional Injury,c,-27.051673332156497
Lamar,ER Visit Rate-All Other Unintentional Injury,a,66071080.402540565
Lamar,ER Visit Rate-All Other Unintentional Injury,b,-65372.43892404732
Lamar,ER Visit Rate-All Other Unintentional Injury,c,16.171078924300673
Lanier,ER Visit Rate-All Other Unintentional Injury,a,76136989.13856576
Lanier,ER Visit Rate-All Other Unintentional Injury,b,-75575.4402055858
Lanier,ER Visit Rate-All Other Unintentional Injury,c,18.755919086077483
Laurens,ER Visit Rate-All Other Unintentional Injury,a,-129880076.20759758
Laurens,ER Visit Rate-All Other Unintentional Injury,b,128862.39961874968
Laurens,ER Visit Rate-All Other Unintentional Injury,c,-31.96183816640405
Lee,ER Visit Rate-All Other Unintentional Injury,a,71963983.20161761
Lee,ER Visit Rate-All Other Unintentional Injury,b,-71112.17068721743
Lee,ER Visit Rate-All Other Unintentional Injury,c,17.567882119852584
Liberty,ER Visit Rate-All Other Unintentional Injury,a,-33161143.1404432
Liberty,ER Visit Rate-All Other Unintentional Injury,b,33057.78522023057
Liberty,ER Visit Rate-All Other Unintentional Injury,c,-8.237662339015515
Lincoln,ER Visit Rate-All Other Unintentional Injury,a,-94204934.20088372
Lincoln,ER Visit Rate-All Other Unintentional Injury,b,93484.58779804481
Lincoln,ER Visit Rate-All Other Unintentional Injury,c,-23.19163336933707
Long,ER Visit Rate-All Other Unintentional Injury,a,3892729.2253478835
Long,ER Visit Rate-All Other Unintentional Injury,b,-3675.2584455455903
Long,ER Visit Rate-All Other Unintentional Injury,c,0.8661338671226986
Lowndes,ER Visit Rate-All Other Unintentional Injury,a,148463546.4314384
Lowndes,ER Visit Rate-All Other Unintentional Injury,b,-147085.99769749667
Lowndes,ER Visit Rate-All Other Unintentional Injury,c,36.43089411087567
Lumpkin,ER Visit Rate-All Other Unintentional Injury,a,126598463.0599449
Lumpkin,ER Visit Rate-All Other Unintentional Injury,b,-125350.7897223085
Lumpkin,ER Visit Rate-All Other Unintentional Injury,c,31.029570432569017
Macon,ER Visit Rate-All Other Unintentional Injury,a,150563638.55668104
Macon,ER Visit Rate-All Other Unintentional Injury,b,-149156.35613098685
Macon,ER Visit Rate-All Other Unintentional Injury,c,36.941083919111406
Madison,ER Visit Rate-All Other Unintentional Injury,a,7725173.125790346
Madison,ER Visit Rate-All Other Unintentional Injury,b,-7552.59927963315
Madison,ER Visit Rate-All Other Unintentional Injury,c,1.846478522448706
Marion,ER Visit Rate-All Other Unintentional Injury,a,9800339.050525399
Marion,ER Visit Rate-All Other Unintentional Injury,b,-9765.623477391537
Marion,ER Visit Rate-All Other Unintentional Injury,c,2.4332667334820144
McDuffie,ER Visit Rate-All Other Unintentional Injury,a,-183046503.2958665
McDuffie,ER Visit Rate-All Other Unintentional Injury,b,181623.82063423202
McDuffie,ER Visit Rate-All Other Unintentional Injury,c,-45.051723284152104
McIntosh,ER Visit Rate-All Other Unintentional Injury,a,-1392110.3776381589
McIntosh,ER Visit Rate-All Other Unintentional Injury,b,1464.1177570847017
McIntosh,ER Visit Rate-All Other Unintentional Injury,c,-0.38314185810259005
Meriwether,ER Visit Rate-All Other Unintentional Injury,a,-24935696.7682444
Meriwether,ER Visit Rate-All Other Unintentional Injury,b,24919.007506291287
Meriwether,ER Visit Rate-All Other Unintentional Injury,c,-6.223951046180446
Miller,ER Visit Rate-All Other Unintentional Injury,a,145919741.36542487
Miller,ER Visit Rate-All Other Unintentional Injury,b,-144268.59739494487
Miller,ER Visit Rate-All Other Unintentional Injury,c,35.65996503928909
Mitchell,ER Visit Rate-All Other Unintentional Injury,a,-283468893.37824994
Mitchell,ER Visit Rate-All Other Unintentional Injury,b,281102.13614960253
Mitchell,ER Visit Rate-All Other Unintentional Injury,c,-69.68716284603579
Monroe,ER Visit Rate-All Other Unintentional Injury,a,-46737462.93681094
Monroe,ER Visit Rate-All Other Unintentional Injury,b,46442.78015656435
Monroe,ER Visit Rate-All Other Unintentional Injury,c,-11.536438564340642
Montgomery,ER Visit Rate-All Other Unintentional Injury,a,185873299.9597238
Montgomery,ER Visit Rate-All Other Unintentional Injury,b,-184178.90532586255
Montgomery,ER Visit Rate-All Other Unintentional Injury,c,45.62557443330297
Morgan,ER Visit Rate-All Other Unintentional Injury,a,14468669.354264604
Morgan,ER Visit Rate-All Other Unintentional Injury,b,-14166.263506539111
Morgan,ER Visit Rate-All Other Unintentional Injury,c,3.468056941832401
Murray,ER Visit Rate-All Other Unintentional Injury,a,-132334751.3437258
Murray,ER Visit Rate-All Other Unintentional Injury,b,131406.2666115175
Murray,ER Visit Rate-All Other Unintentional Injury,c,-32.61973027669592
Muscogee,ER Visit Rate-All Other Unintentional Injury,a,-99278564.96767549
Muscogee,ER Visit Rate-All Other Unintentional Injury,b,98366.59707853386
Muscogee,ER Visit Rate-All Other Unintentional Injury,c,-24.364885121249245
Newton,ER Visit Rate-All Other Unintentional Injury,a,-10138126.444885973
Newton,ER Visit Rate-All Other Unintentional Injury,b,10215.754387418488
Newton,ER Visit Rate-All Other Unintentional Injury,c,-2.5718781198502256
Oconee,ER Visit Rate-All Other Unintentional Injury,a,27819548.68764126
Oconee,ER Visit Rate-All Other Unintentional Injury,b,-27490.775727277603
Oconee,ER Visit Rate-All Other Unintentional Injury,c,6.791808192552708
Oglethorpe,ER Visit Rate-All Other Unintentional Injury,a,-19929379.197547402
Oglethorpe,ER Visit Rate-All Other Unintentional Injury,b,19847.048052646882
Oglethorpe,ER Visit Rate-All Other Unintentional Injury,c,-4.940359640535462
Paulding,ER Visit Rate-All Other Unintentional Injury,a,-28354852.35422835
Paulding,ER Visit Rate-All Other Unintentional Injury,b,28363.91870546585
Paulding,ER Visit Rate-All Other Unintentional Injury,c,-7.091783216579643
Peach,ER Visit Rate-All Other Unintentional Injury,a,7029944.047284136
Peach,ER Visit Rate-All Other Unintentional Injury,b,-6776.792903707953
Peach,ER Visit Rate-All Other Unintentional Injury,c,1.632767231928483
Pickens,ER Visit Rate-All Other Unintentional Injury,a,-80995189.10996617
Pickens,ER Visit Rate-All Other Unintentional Injury,b,80577.97736114627
Pickens,ER Visit Rate-All Other Unintentional Injury,c,-20.0392357675737
Pierce,ER Visit Rate-All Other Unintentional Injury,a,25280628.80490246
Pierce,ER Visit Rate-All Other Unintentional Injury,b,-24938.402627764433
Pierce,ER Visit Rate-All Other Unintentional Injury,c,6.151223777560517
Pike,ER Visit Rate-All Other Unintentional Injury,a,20556736.00256114
Pike,ER Visit Rate-All Other Unintentional Injury,b,-20203.212217601966
Pike,ER Visit Rate-All Other Unintentional Injury,c,4.964310690509592
Polk,ER Visit Rate-All Other Unintentional Injury,a,73706926.22897255
Polk,ER Visit Rate-All Other Unintentional Injury,b,-72761.79563053127
Polk,ER Visit Rate-All Other Unintentional Injury,c,17.958216783503303
Pulaski,ER Visit Rate-All Other Unintentional Injury,a,66985191.66676982
Pulaski,ER Visit Rate-All Other Unintentional Injury,b,-66326.94396332762
Pulaski,ER Visit Rate-All Other Unintentional Injury,c,16.419480521290097
Putnam,ER Visit Rate-All Other Unintentional Injury,a,-64436699.73839361
Putnam,ER Visit Rate-All Other Unintentional Injury,b,64194.33221496192
Putnam,ER Visit Rate-All Other Unintentional Injury,c,-15.986763236069237
Quitman,ER Visit Rate-All Other Unintentional Injury,a,36325747.73569441
Quitman,ER Visit Rate-All Other Unintentional Injury,b,-36014.00943487401
Quitman,ER Visit Rate-All Other Unintentional Injury,c,8.926322816769243
Rabun,ER Visit Rate-All Other Unintentional Injury,a,-24786844.670586374
Rabun,ER Visit Rate-All Other Unintentional Injury,b,24577.186635721035
Rabun,ER Visit Rate-All Other Unintentional Injury,c,-6.091183815529803
Randolph,ER Visit Rate-All Other Unintentional Injury,a,-165658638.25285825
Randolph,ER Visit Rate-All Other Unintentional Injury,b,164548.07989245292
Randolph,ER Visit Rate-All Other Unintentional Injury,c,-40.860289715841645
Richmond,ER Visit Rate-All Other Unintentional Injury,a,-85895432.40019599
Richmond,ER Visit Rate-All Other Unintentional Injury,b,85432.65306068404
Richmond,ER Visit Rate-All Other Unintentional Injury,c,-21.241858145265724
Rockdale,ER Visit Rate-All Other Unintentional Injury,a,-65723308.74631341
Rockdale,ER Visit Rate-All Other Unintentional Injury,b,65228.49158689388
Rockdale,ER Visit Rate-All Other Unintentional Injury,c,-16.183541459409753
Schley,ER Visit Rate-All Other Unintentional Injury,a,152119723.8508008
Schley,ER Visit Rate-All Other Unintentional Injury,b,-150768.7251013704
Schley,ER Visit Rate-All Other Unintentional Injury,c,37.357942064496456
Screven,ER Visit Rate-All Other Unintentional Injury,a,-134151733.63409224
Screven,ER Visit Rate-All Other Unintentional Injury,b,133088.9854084119
Screven,ER Visit Rate-All Other Unintentional Injury,c,-33.007417587097734
Seminole,ER Visit Rate-All Other Unintentional Injury,a,-74219742.77326572
Seminole,ER Visit Rate-All Other Unintentional Injury,b,73657.17638564625
Seminole,ER Visit Rate-All Other Unintentional Injury,c,-18.27357642656716
Spalding,ER Visit Rate-All Other Unintentional Injury,a,58034376.80532373
Spalding,ER Visit Rate-All Other Unintentional Injury,b,-57268.54604483576
Spalding,ER Visit Rate-All Other Unintentional Injury,c,14.128896107831679
Stephens,ER Visit Rate-All Other Unintentional Injury,a,49858972.891473204
Stephens,ER Visit Rate-All Other Unintentional Injury,b,-49324.16986403922
Stephens,ER Visit Rate-All Other Unintentional Injury,c,12.199950045964215
Stewart,ER Visit Rate-All Other Unintentional Injury,a,8665189.672779378
Stewart,ER Visit Rate-All Other Unintentional Injury,b,-8633.830064787957
Stewart,ER Visit Rate-All Other Unintentional Injury,c,2.151048949775941
Sumter,ER Visit Rate-All Other Unintentional Injury,a,81405111.11241904
Sumter,ER Visit Rate-All Other Unintentional Injury,b,-80593.97187395937
Sumter,ER Visit Rate-All Other Unintentional Injury,c,19.948426578586805
Talbot,ER Visit Rate-All Other Unintentional Injury,a,-83605949.23936194
Talbot,ER Visit Rate-All Other Unintentional Injury,b,82957.1490302073
Talbot,ER Visit Rate-All Other Unintentional Injury,c,-20.57734765340865
Taliaferro,ER Visit Rate-All Other Unintentional Injury,a,-151834567.6299156
Taliaferro,ER Visit Rate-All Other Unintentional Injury,b,150652.94698255928
Taliaferro,ER Visit Rate-All Other Unintentional Injury,c,-37.36900599513319
Tattnall,ER Visit Rate-All Other Unintentional Injury,a,-40791222.0248459
Tattnall,ER Visit Rate-All Other Unintentional Injury,b,40516.75374732131
Tattnall,ER Visit Rate-All Other Unintentional Injury,c,-10.060039960306312
Taylor,ER Visit Rate-All Other Unintentional Injury,a,41231975.668481424
Taylor,ER Visit Rate-All Other Unintentional Injury,b,-40735.84680904227
Taylor,ER Visit Rate-All Other Unintentional Injury,c,10.062187813637138
Telfair,ER Visit Rate-All Other Unintentional Injury,a,16397446.963336369
Telfair,ER Visit Rate-All Other Unintentional Injury,b,-16264.591589887861
Telfair,ER Visit Rate-All Other Unintentional Injury,c,4.033891110497279
Terrell,ER Visit Rate-All Other Unintentional Injury,a,67809011.04895261
Terrell,ER Visit Rate-All Other Unintentional Injury,b,-67005.86459415493
Terrell,ER Visit Rate-All Other Unintentional Injury,c,16.55339660558093
Thomas,ER Visit Rate-All Other Unintentional Injury,a,-101252656.39452778
Thomas,ER Visit Rate-All Other Unintentional Injury,b,100565.1950465978
Thomas,ER Visit Rate-All Other Unintentional Injury,c,-24.969505498636863
Tift,ER Visit Rate-All Other Unintentional Injury,a,188188955.8090682
Tift,ER Visit Rate-All Other Unintentional Injury,b,-186303.10130844766
Tift,ER Visit Rate-All Other Unintentional Injury,c,46.10969031212153
Toombs,ER Visit Rate-All Other Unintentional Injury,a,237332029.15540567
Toombs,ER Visit Rate-All Other Unintentional Injury,b,-235122.85113697767
Toombs,ER Visit Rate-All Other Unintentional Injury,c,58.2343156937859
Towns,ER Visit Rate-All Other Unintentional Injury,a,-84281552.82934918
Towns,ER Visit Rate-All Other Unintentional Injury,b,83895.33097799118
Towns,ER Visit Rate-All Other Unintentional Injury,c,-20.876423578636604
Treutlen,ER Visit Rate-All Other Unintentional Injury,a,34653058.93558954
Treutlen,ER Visit Rate-All Other Unintentional Injury,b,-34259.62088184304
Treutlen,ER Visit Rate-All Other Unintentional Injury,c,8.468431569112
Troup,ER Visit Rate-All Other Unintentional Injury,a,19662274.7588191
Troup,ER Visit Rate-All Other Unintentional Injury,b,-19083.867176122505
Troup,ER Visit Rate-All Other Unintentional Injury,c,4.629745259277115
Turner,ER Visit Rate-All Other Unintentional Injury,a,85752706.21368127
Turner,ER Visit Rate-All Other Unintentional Injury,b,-84772.5757147856
Turner,ER Visit Rate-All Other Unintentional Injury,c,20.95157343041501
Twiggs,ER Visit Rate-All Other Unintentional Injury,a,-82105769.08905399
Twiggs,ER Visit Rate-All Other Unintentional Injury,b,81485.31774290623
Twiggs,ER Visit Rate-All Other Unintentional Injury,c,-20.216333668970037
Union,ER Visit Rate-All Other Unintentional Injury,a,-46242948.120700896
Union,ER Visit Rate-All Other Unintentional Injury,b,46061.67770277403
Union,ER Visit Rate-All Other Unintentional Injury,c,-11.468956045318919
Upson,ER Visit Rate-All Other Unintentional Injury,a,17910645.296612117
Upson,ER Visit Rate-All Other Unintentional Injury,b,-17486.503457415984
Upson,ER Visit Rate-All Other Unintentional Injury,c,4.268481521176
Walker,ER Visit Rate-All Other Unintentional Injury,a,64170966.41275911
Walker,ER Visit Rate-All Other Unintentional Injury,b,-63453.61412545432
Walker,ER Visit Rate-All Other Unintentional Injury,c,15.686488515100791
Walton,ER Visit Rate-All Other Unintentional Injury,a,23592779.305902023
Walton,ER Visit Rate-All Other Unintentional Injury,b,-23122.88967001943
Walton,ER Visit Rate-All Other Unintentional Injury,c,5.665884118287067
Ware,ER Visit Rate-All Other Unintentional Injury,a,-34392143.26489452
Ware,ER Visit Rate-All Other Unintentional Injury,b,34217.54194005254
Ware,ER Visit Rate-All Other Unintentional Injury,c,-8.50941558615159
Warren,ER Visit Rate-All Other Unintentional Injury,a,-172618144.18710068
Warren,ER Visit Rate-All Other Unintentional Injury,b,171159.75312853328
Warren,ER Visit Rate-All Other Unintentional Injury,c,-42.427222785074264
Washington,ER Visit Rate-All Other Unintentional Injury,a,44927491.01854394
Washington,ER Visit Rate-All Other Unintentional Injury,b,-44601.28681459678
Washington,ER Visit Rate-All Other Unintentional Injury,c,11.070029970382166
Wayne,ER Visit Rate-All Other Unintentional Injury,a,86152248.49365549
Wayne,ER Visit Rate-All Other Unintentional Injury,b,-85029.35028089146
Wayne,ER Visit Rate-All Other Unintentional Injury,c,20.98101898873574
Webster,ER Visit Rate-All Other Unintentional Injury,a,-38756107.162491545
Webster,ER Visit Rate-All Other Unintentional Injury,b,38399.88322504366
Webster,ER Visit Rate-All Other Unintentional Injury,c,-9.511188813245099
Wheeler,ER Visit Rate-All Other Unintentional Injury,a,57902470.562754765
Wheeler,ER Visit Rate-All Other Unintentional Injury,b,-57327.164734387145
Wheeler,ER Visit Rate-All Other Unintentional Injury,c,14.189910089691693
White,ER Visit Rate-All Other Unintentional Injury,a,-51686882.09388196
White,ER Visit Rate-All Other Unintentional Injury,b,51442.58067158779
White,ER Visit Rate-All Other Unintentional Injury,c,-12.798851149411348
Whitfield,ER Visit Rate-All Other Unintentional Injury,a,-62319397.60536096
Whitfield,ER Visit Rate-All Other Unintentional Injury,b,62044.112740862685
Whitfield,ER Visit Rate-All Other Unintentional Injury,c,-15.441408592305379
Wilcox,ER Visit Rate-All Other Unintentional Injury,a,-72677627.68496926
Wilcox,ER Visit Rate-All Other Unintentional Injury,b,72182.18769198243
Wilcox,ER Visit Rate-All Other Unintentional Injury,c,-17.92160339775728
Wilkes,ER Visit Rate-All Other Unintentional Injury,a,-119266394.65577804
Wilkes,ER Visit Rate-All Other Unintentional Injury,b,118526.21687583781
Wilkes,ER Visit Rate-All Other Unintentional Injury,c,-29.446578425966436
Wilkinson,ER Visit Rate-All Other Unintentional Injury,a,-4634840.635346993
Wilkinson,ER Visit Rate-All Other Unintentional Injury,b,4594.031497875547
Wilkinson,ER Visit Rate-All Other Unintentional Injury,c,-1.1374375635214165
Worth,ER Visit Rate-All Other Unintentional Injury,a,73031863.21022654
Worth,ER Visit Rate-All Other Unintentional Injury,b,-72155.49298468942
Worth,ER Visit Rate-All Other Unintentional Injury,c,17.823401599060162
Appling,ER Visit Rate-Falls,a,32698702.99568276
Appling,ER Visit Rate-Falls,b,-32407.757796950402
Appling,ER Visit Rate-Falls,c,8.03051948169741
Atkinson,ER Visit Rate-Falls,a,-185267048.23451796
Atkinson,ER Visit Rate-Falls,b,183780.5886888384
Atkinson,ER Visit Rate-Falls,c,-45.57574925138033
Bacon,ER Visit Rate-Falls,a,-8970978.268261585
Bacon,ER Visit Rate-Falls,b,8953.598154352423
Bacon,ER Visit Rate-Falls,c,-2.233116883737239
Baker,ER Visit Rate-Falls,a,29220100.908601414
Baker,ER Visit Rate-Falls,b,-29128.727291166004
Baker,ER Visit Rate-Falls,c,7.259815183198953
Baldwin,ER Visit Rate-Falls,a,48405046.319759704
Baldwin,ER Visit Rate-Falls,b,-48000.25093033231
Baldwin,ER Visit Rate-Falls,c,11.900224776778487
Banks,ER Visit Rate-Falls,a,-95643898.46925798
Banks,ER Visit Rate-Falls,b,94909.51370024687
Banks,ER Visit Rate-Falls,c,-23.544455547918915
Barrow,ER Visit Rate-Falls,a,-33192361.63622074
Barrow,ER Visit Rate-Falls,b,33008.86011943754
Barrow,ER Visit Rate-Falls,c,-8.205919082050968
Bartow,ER Visit Rate-Falls,a,-14096201.436533224
Bartow,ER Visit Rate-Falls,b,14070.353701333936
Bartow,ER Visit Rate-Falls,c,-3.5103396615886595
Berrien,ER Visit Rate-Falls,a,10587705.860783843
Berrien,ER Visit Rate-Falls,b,-10502.9691266561
Berrien,ER Visit Rate-Falls,c,2.6054945044506894
Bibb,ER Visit Rate-Falls,a,-76441771.99232885
Bibb,ER Visit Rate-Falls,b,75843.98864835227
Bibb,ER Visit Rate-Falls,c,-18.812062940036412
Bleckley,ER Visit Rate-Falls,a,45647238.92285196
Bleckley,ER Visit Rate-Falls,b,-45278.781474202595
Bleckley,ER Visit Rate-Falls,c,11.229020980426867
Brantley,ER Visit Rate-Falls,a,-39942479.89740573
Brantley,ER Visit Rate-Falls,b,39670.08664085055
Brantley,ER Visit Rate-Falls,c,-9.84922577485122
Brooks,ER Visit Rate-Falls,a,-70574313.6558247
Brooks,ER Visit Rate-Falls,b,70017.81249400227
Brooks,ER Visit Rate-Falls,c,-17.365634367248276
Bryan,ER Visit Rate-Falls,a,-10909023.952551536
Bryan,ER Visit Rate-Falls,b,10915.405021993549
Bryan,ER Visit Rate-Falls,c,-2.729845155345174
Bulloch,ER Visit Rate-Falls,a,-33621087.82946104
Bulloch,ER Visit Rate-Falls,b,33354.32787742261
Bulloch,ER Visit Rate-Falls,c,-8.271928073241725
Burke,ER Visit Rate-Falls,a,31763670.05640805
Burke,ER Visit Rate-Falls,b,-31406.416888102285
Burke,ER Visit Rate-Falls,c,7.763736264976615
Butts,ER Visit Rate-Falls,a,-4892281.386080766
Butts,ER Visit Rate-Falls,b,4927.572627095266
Butts,ER Visit Rate-Falls,c,-1.2397602396922593
Calhoun,ER Visit Rate-Falls,a,106460662.89186783
Calhoun,ER Visit Rate-Falls,b,-105523.51474976551
Calhoun,ER Visit Rate-Falls,c,26.149001002602745
Camden,ER Visit Rate-Falls,a,-55673113.27823935
Camden,ER Visit Rate-Falls,b,55208.89776121335
Camden,ER Visit Rate-Falls,c,-13.68656343879411
Candler,ER Visit Rate-Falls,a,-55111310.85894992
Candler,ER Visit Rate-Falls,b,54635.38735503651
Candler,ER Visit Rate-Falls,c,-13.540134869443136
Carroll,ER Visit Rate-Falls,a,-71235075.08252174
Carroll,ER Visit Rate-Falls,b,70773.34113995315
Carroll,ER Visit Rate-Falls,c,-17.577847154359915
Catoosa,ER Visit Rate-Falls,a,47804883.55932745
Catoosa,ER Visit Rate-Falls,b,-47342.536345659624
Catoosa,ER Visit Rate-Falls,c,11.721303698039264
Charlton,ER Visit Rate-Falls,a,46391446.92623113
Charlton,ER Visit Rate-Falls,b,-45937.40412556986
Charlton,ER Visit Rate-Falls,c,11.372302698466228
Chatham,ER Visit Rate-Falls,a,-40042886.31343851
Chatham,ER Visit Rate-Falls,b,39834.45272779337
Chatham,ER Visit Rate-Falls,c,-9.906218782583892
Chattahoochee,ER Visit Rate-Falls,a,15843066.54036361
Chattahoochee,ER Visit Rate-Falls,b,-15730.912041234918
Chattahoochee,ER Visit Rate-Falls,c,3.905044955856283
Chattooga,ER Visit Rate-Falls,a,-63542505.692939065
Chattooga,ER Visit Rate-Falls,b,63088.19641014309
Chattooga,ER Visit Rate-Falls,c,-15.658641360270849
Cherokee,ER Visit Rate-Falls,a,-14627099.399747081
Cherokee,ER Visit Rate-Falls,b,14570.157943886466
Cherokee,ER Visit Rate-Falls,c,-3.62787212832518
Clarke,ER Visit Rate-Falls,a,-15034743.70130854
Clarke,ER Visit Rate-Falls,b,14943.309194196521
Clarke,ER Visit Rate-Falls,c,-3.7126873135293863
Clay,ER Visit Rate-Falls,a,8620201.591554359
Clay,ER Visit Rate-Falls,b,-8509.775920209804
Clay,ER Visit Rate-Falls,c,2.1003995994415163
Clayton,ER Visit Rate-Falls,a,20372688.104644924
Clayton,ER Visit Rate-Falls,b,-20119.679897457663
Clayton,ER Visit Rate-Falls,c,4.967657343240717
Clinch,ER Visit Rate-Falls,a,-86604472.89456657
Clinch,ER Visit Rate-Falls,b,85933.9580952138
Clinch,ER Visit Rate-Falls,c,-21.316133866959717
Cobb,ER Visit Rate-Falls,a,8249839.769990859
Cobb,ER Visit Rate-Falls,b,-8113.68359233987
Cobb,ER Visit Rate-Falls,c,1.9951298703617795
Coffee,ER Visit Rate-Falls,a,-210313508.15003136
Coffee,ER Visit Rate-Falls,b,208595.25199906807
Coffee,ER Visit Rate-Falls,c,-51.721928072191076
Colquitt,ER Visit Rate-Falls,a,-3294124.309886635
Colquitt,ER Visit Rate-Falls,b,3266.816463319491
Colquitt,ER Visit Rate-Falls,c,-0.8091158853007983
Columbia,ER Visit Rate-Falls,a,-668175.0582410892
Columbia,ER Visit Rate-Falls,b,729.9592133812391
Columbia,ER Visit Rate-Falls,c,-0.19732767173195498
Cook,ER Visit Rate-Falls,a,94543214.86534098
Cook,ER Visit Rate-Falls,b,-93594.42713810482
Cook,ER Visit Rate-Falls,c,23.164185817964608
Coweta,ER Visit Rate-Falls,a,-19194289.98185034
Coweta,ER Visit Rate-Falls,b,19093.88786773254
Coweta,ER Visit Rate-Falls,c,-4.748001999392727
Crawford,ER Visit Rate-Falls,a,-64108486.54169733
Crawford,ER Visit Rate-Falls,b,63568.63779546461
Crawford,ER Visit Rate-Falls,c,-15.75771728476684
Crisp,ER Visit Rate-Falls,a,-76140881.72419252
Crisp,ER Visit Rate-Falls,b,75553.61581739603
Crisp,ER Visit Rate-Falls,c,-18.742032969064894
Dade,ER Visit Rate-Falls,a,30284594.714312185
Dade,ER Visit Rate-Falls,b,-30006.991760640278
Dade,ER Visit Rate-Falls,c,7.433016983610287
Dawson,ER Visit Rate-Falls,a,-35193920.93547991
Dawson,ER Visit Rate-Falls,b,34972.48406923099
Dawson,ER Visit Rate-Falls,c,-8.687562438382884
DeKalb,ER Visit Rate-Falls,a,23548892.888377633
DeKalb,ER Visit Rate-Falls,b,-23274.990789159594
DeKalb,ER Visit Rate-Falls,c,5.7512737274992105
Decatur,ER Visit Rate-Falls,a,-69981944.63402082
Decatur,ER Visit Rate-Falls,b,69445.50789845809
Decatur,ER Visit Rate-Falls,c,-17.2274725290481
Dodge,ER Visit Rate-Falls,a,47649731.26266089
Dodge,ER Visit Rate-Falls,b,-47216.81261231188
Dodge,ER Visit Rate-Falls,c,11.697577422564791
Dooly,ER Visit Rate-Falls,a,3176856.714762718
Dooly,ER Visit Rate-Falls,b,-3173.86760764297
Dooly,ER Visit Rate-Falls,c,0.7931318681939956
Dougherty,ER Visit Rate-Falls,a,35584035.71014851
Dougherty,ER Visit Rate-Falls,b,-35195.73402083942
Dougherty,ER Visit Rate-Falls,c,8.703246754448628
Douglas,ER Visit Rate-Falls,a,-12767805.99671022
Douglas,ER Visit Rate-Falls,b,12760.989912028577
Douglas,ER Visit Rate-Falls,c,-3.18781218829281
Early,ER Visit Rate-Falls,a,11935204.961891282
Early,ER Visit Rate-Falls,b,-11743.017898601689
Early,ER Visit Rate-Falls,c,2.8888861117811757
Echols,ER Visit Rate-Falls,a,33489162.04731756
Echols,ER Visit Rate-Falls,b,-33174.74346916787
Echols,ER Visit Rate-Falls,c,8.216183819320577
Effingham,ER Visit Rate-Falls,a,-19582892.14544403
Effingham,ER Visit Rate-Falls,b,19505.67509902978
Effingham,ER Visit Rate-Falls,c,-4.85656843135439
Elbert,ER Visit Rate-Falls,a,-22755751.76139394
Elbert,ER Visit Rate-Falls,b,22596.97391326075
Elbert,ER Visit Rate-Falls,c,-5.609215787229914
Emanuel,ER Visit Rate-Falls,a,-52734152.53511625
Emanuel,ER Visit Rate-Falls,b,52326.48467833022
Emanuel,ER Visit Rate-Falls,c,-12.979770232996088
Evans,ER Visit Rate-Falls,a,57387447.44529582
Evans,ER Visit Rate-Falls,b,-56869.09623993292
Evans,ER Visit Rate-Falls,c,14.089585417365015
Fannin,ER Visit Rate-Falls,a,-64340202.793661274
Fannin,ER Visit Rate-Falls,b,63799.44259053994
Fannin,ER Visit Rate-Falls,c,-15.814960041978338
Fayette,ER Visit Rate-Falls,a,-31772923.043722715
Fayette,ER Visit Rate-Falls,b,31547.574628516195
Fayette,ER Visit Rate-Falls,c,-7.830569431349431
Floyd,ER Visit Rate-Falls,a,-14181402.90028653
Floyd,ER Visit Rate-Falls,b,14181.152649721575
Floyd,ER Visit Rate-Falls,c,-3.544255744844122
